,Radix Sort(Base 10),Radix Sort(Base 2^16),Merge Sort,Shell Sort,Shell Sort Knuth's Sequence,Quick Sort(Median of Three),Quick Sort(Median of Five),Quick Sort(Median of Seven),Heap Sort,STL Sort
807000,314958,96940,97040,53989
808000,295968,94944,117000,53946
809000,283914,96035,97945,54950
810000,275963,96053,95988,51990
811000,280991,99155,99989,54923
812000,290961,103011,95038,52998
813000,304956,98034,100943,54034
814000,280958,98967,102990,53964
815000,302915,95986,98988,53990
816000,281998,96938,100991,53989
817000,301971,96995,100980,62941
818000,288966,95988,100937,53010
819000,281917,99032,98911,57953
820000,309890,95987,98036,57989
821000,287887,99032,98976,57005
822000,287901,95988,112943,55991
823000,349999,96981,96993,55016
824000,285875,96035,97955,53996
825000,279919,98982,97944,53992
826000,283961,100947,98037,53961
827000,301914,100986,96987,60009
828000,293969,102034,96991,54991
829000,283886,99028,100033,54999
830000,288896,99987,99981,55005
831000,322006,100961,97992,54960
832000,304235,104940,97040,55001
833000,297963,99986,102032,54990
834000,288918,97040,98941,53997
835000,286296,98027,104091,55996
836000,299964,97944,100984,68987
837000,301006,100993,101992,54998
838000,287991,98990,101986,54950
839000,313913,101029,101979,54989
840000,290957,98940,99986,58988
841000,286961,114013,102986,58984
842000,288911,98998,100986,58950
843000,290910,99018,99983,62990
844000,299972,98994,98990,61957
845000,295989,98993,120933,57991
846000,305959,99941,120029,57995
847000,306959,99987,101988,56991
848000,293008,99988,104984,58039
849000,290150,101986,102938,58042
850000,320869,102986,105024,70010
851000,296913,99981,103986,55994
852000,293009,101936,112027,56946
853000,318912,109949,104987,56986
854000,301962,101034,105954,55998
855000,305923,111033,101990,56947
856000,298003,98996,104598,56946
857000,294011,98982,104948,60038
858000,299959,102033,103983,56007
859000,306964,100998,102994,56995
860000,320955,101985,106984,67989
861000,302973,101995,105992,57988
862000,300966,103992,104984,59040
863000,301907,101987,110035,60946
864000,308974,123937,122028,57949
865000,300956,127022,103986,57007
866000,299959,102982,101997,58035
867000,297960,104985,101981,57993
868000,326006,104987,102987,57998
869000,320958,106935,122035,57989
870000,295959,103988,102988,57989
871000,312939,108498,104030,58999
872000,297974,106990,102990,57990
873000,308979,103031,118941,59037
874000,313960,101995,103991,57947
875000,301241,102947,105020,61007
876000,315005,105939,125951,61485
877000,306995,121991,104991,67967
878000,321920,104028,108994,60599
879000,303920,104018,105991,58989
880000,305964,102981,106041,57997
881000,305960,103989,108980,57991
882000,303009,102942,125998,58946
883000,310963,120028,127991,62002
